2.560788223630749094e+00,-4.389665915732424040e+00,2.000000000000000000e+00
2.185852635883128947e+00,-1.068550495685728130e+00,2.000000000000000000e+00
4.374971010999551879e+00,-1.711128110142480452e+00,2.000000000000000000e+00
2.646809693609438519e+00,-3.275976972737383086e+00,1.000000000000000000e+00
3.601569588723686266e+00,8.247337158899448184e-02,1.000000000000000000e+00
4.108180544631732545e+00,-2.916892664761322251e+00,2.000000000000000000e+00
-1.229434259784439654e+00,-3.527271759189693157e+00,2.000000000000000000e+00
-3.744197206072197304e+00,1.573012719779365298e-01,2.000000000000000000e+00
3.136640872210676889e+00,9.811299751885371734e-01,1.000000000000000000e+00
-1.390772600217694333e+00,-1.116915352108209802e+00,1.000000000000000000e+00
-2.540130016294019022e+00,-4.147147562472053295e-01,1.000000000000000000e+00
4.033103671100459309e+00,4.266091932871585612e+00,2.000000000000000000e+00
2.689081914792934569e+00,2.163316370702853320e+00,1.000000000000000000e+00
-1.167907203826969109e+00,-3.540429134563604308e+00,2.000000000000000000e+00
-4.372246960508370250e+00,4.356005530254867253e-01,2.000000000000000000e+00
1.385404783125387951e-01,-3.813730249759250679e+00,2.000000000000000000e+00
-3.019863622849068285e+00,-4.976426746684943225e+00,2.000000000000000000e+00
1.251643624749264383e+00,-3.597500113398566235e+00,2.000000000000000000e+00
-3.531730536559628320e+00,4.293375367179091739e+00,1.000000000000000000e+00
-4.597711393870993035e+00,3.421129146718786984e+00,1.000000000000000000e+00
-4.470949135074267389e+00,-4.127259561354231998e+00,2.000000000000000000e+00
2.155437991342736836e-01,-3.073056838874084207e+00,1.000000000000000000e+00
-3.792841519342153855e+00,-2.672011541923130729e+00,1.000000000000000000e+00
-3.976660511557269295e+00,-1.880472833667713672e+00,1.000000000000000000e+00
-1.228407972540248583e+00,4.896558371362170092e+00,1.000000000000000000e+00
4.996633935220003764e+00,3.083044953026696788e+00,1.000000000000000000e+00
2.722773946236912934e+00,4.040416352584465187e+00,1.000000000000000000e+00
-1.386854291386052651e-01,3.656161407080119830e+00,1.000000000000000000e+00
2.798203108708623432e-01,-5.365994069491728524e-01,2.000000000000000000e+00
-3.969931917148956657e+00,1.397833026211836582e+00,2.000000000000000000e+00
4.953673425039371025e-01,1.211699785920910877e+00,1.000000000000000000e+00
-1.475483655832298346e+00,-4.551362507647791489e+00,2.000000000000000000e+00
1.190565600190208961e+00,3.326165657530861353e+00,1.000000000000000000e+00
2.825273216850733959e+00,1.688337754905168353e+00,1.000000000000000000e+00
-3.324281271411468897e+00,1.919242560540465270e+00,2.000000000000000000e+00
-4.025392051107563596e+00,5.720296246867198064e-01,2.000000000000000000e+00
2.480045099389104557e+00,-1.195886364051323092e+00,2.000000000000000000e+00
2.862501928897963843e+00,1.623818891163652189e+00,1.000000000000000000e+00
-9.863242799413907136e-01,-2.931368164740729476e+00,1.000000000000000000e+00
-3.835831012527072481e+00,3.579051119615090926e+00,1.000000000000000000e+00
-2.220792333310337430e+00,3.864035375092669256e+00,1.000000000000000000e+00
2.540663043536063981e+00,3.216576365257024506e+00,2.000000000000000000e+00
-4.829386793391656774e+00,-4.569445841228196414e+00,2.000000000000000000e+00
-4.799543443346442118e+00,3.580079256510702024e-01,2.000000000000000000e+00
-1.197474473720698818e+00,1.828328374267014667e+00,2.000000000000000000e+00
2.673608590069603608e+00,4.135615800398333874e+00,1.000000000000000000e+00
-1.825147221705023526e+00,4.164532114732013568e-01,2.000000000000000000e+00
3.600731696888860967e+00,-1.702740242431689310e+00,2.000000000000000000e+00
-3.340672708098236576e+00,-1.814024190437295569e+00,1.000000000000000000e+00
3.286858211542298847e+00,-1.238987610931273409e+00,2.000000000000000000e+00
-1.053757867128811476e+00,-1.291923905315442767e+00,1.000000000000000000e+00
-7.828788638148846957e-01,-2.957573792029850601e+00,1.000000000000000000e+00
4.219987945735397261e-01,2.920980444252166741e+00,2.000000000000000000e+00
-2.801942061588999167e+00,-9.158818102557617635e-01,1.000000000000000000e+00
1.872038256655173427e+00,-3.434446942983151452e+00,2.000000000000000000e+00
2.683709906704266679e+00,-2.792404587321843934e+00,2.000000000000000000e+00
-2.054387346578130380e+00,-3.195672139492566899e+00,2.000000000000000000e+00
-3.002515329335694538e+00,1.095361181398391004e+00,2.000000000000000000e+00
-2.989275849850019373e+00,2.585687963235497655e+00,2.000000000000000000e+00
2.194675640265945304e+00,-3.978425067022342887e+00,2.000000000000000000e+00
-3.071846179558386236e+00,-2.581575550984882561e+00,1.000000000000000000e+00
3.552603733717468515e+00,-3.442695664923030030e+00,1.000000000000000000e+00
-2.516697062940800311e+00,-1.892313939407341827e+00,1.000000000000000000e+00
-7.039548089124707531e-01,3.820795713477007638e+00,1.000000000000000000e+00
4.908513433364875667e+00,-1.402173803382150474e+00,2.000000000000000000e+00
-4.770691410763144624e+00,4.253709572251771931e+00,1.000000000000000000e+00
-3.096559591717987558e+00,-2.027997866887486289e+00,1.000000000000000000e+00
-2.565869022925260090e+00,2.102031940744234717e+00,2.000000000000000000e+00
-4.916999769047835755e+00,2.456613462628508771e+00,2.000000000000000000e+00
-4.135733609520576337e+00,2.573018374772722439e+00,2.000000000000000000e+00
4.399627911840001460e+00,-4.705030090040237312e+00,1.000000000000000000e+00
